"","YEAR","MONTH","MONTH_NAME","PRDUCT","PRODUCT_NAME","PRICE","IVA_TAX","ACCISA_TAX","NET PRICE","DATE"
"304",2021,4,"Aprile",1,"Benzina",1575.55,284.12,728.4,563.03,2021-04-01
"305",2021,5,"Maggio",1,"Benzina",1590.33,286.78,728.4,575.15,2021-05-01
"306",2021,6,"Giugno",1,"Benzina",1613.63,290.98,728.4,594.25,2021-06-01
"307",2021,7,"Luglio",1,"Benzina",1650.96,297.72,728.4,624.84,2021-07-01
"308",2021,8,"Agosto",1,"Benzina",1654.17,298.29,728.4,627.48,2021-08-01
"309",2021,9,"Settembre",1,"Benzina",1669.58,301.07,728.4,640.11,2021-09-01
"310",2021,10,"Ottobre",1,"Benzina",1730.8,312.11,728.4,690.29,2021-10-01
"311",2021,11,"Novembre",1,"Benzina",1746.52,314.94,728.4,703.18,2021-11-01
"312",2021,12,"Dicembre",1,"Benzina",1724.25,310.93,728.4,684.92,2021-12-01
"313",2022,1,"Gennaio",1,"Benzina",1764.74,318.23,728.4,718.11,2022-01-01
"314",2022,2,"Febbraio",1,"Benzina",1848.12,333.27,728.4,786.45,2022-02-01
"315",2022,3,"Marzo",1,"Benzina",2007.59,362.02,639.69,1005.88,2022-03-01
"316",2022,4,"Aprile",1,"Benzina",1769,319,478.4,971.6,2022-04-01
"317",2022,5,"Maggio",1,"Benzina",1851.27,333.83,478.4,1039.04,2022-05-01
"318",2022,6,"Giugno",1,"Benzina",2034.16,366.82,478.4,1188.94,2022-06-01
"319",2022,7,"Luglio",1,"Benzina",1968.31,354.94,478.4,1134.97,2022-07-01
"320",2022,8,"Agosto",1,"Benzina",1774.87,320.06,478.4,976.41,2022-08-01
"321",2022,9,"Settembre",1,"Benzina",1687.97,304.39,478.4,905.18,2022-09-01
